Respondent_ID,Segment,Gender,Q1_Age,Q2_Nationality,Q3_Income_Bracket,Q3_Income_AED_Month,Q4_Living_Situation,Q5_Area_Dubai,Q6_Num_Apps_Used,Q7_Monthly_Service_Spend_AED,Q8_Hours_Logistics_Per_Week,Q9_Uses_Laundry,Q9_Uses_Cleaning,Q9_Uses_Carwash,Q9_Uses_Grocery,Q9_Uses_Salon,Q9_Uses_Maintenance,Q9_Uses_Petcare,Q9_Uses_Airport,Q9_Uses_Concierge,Q10_Satisfaction_Current,Q11_Problem_Frequency,Q12_Pain_Score_1to10,Q13_Primary_Frustration,Q14_Importance_One_App,Q15_Freq_Laundry,Q15_Freq_Cleaning,Q15_Freq_Carwash,Q15_Freq_Grocery,Q15_Freq_Salon,Q15_Freq_Maintenance,Q15_Freq_Petcare,Q16_Car_Ownership,Q17_Pet_Ownership,Q18_Subscription_Intent,Q19_WTP_AED_Month,Q19_WTP_Category,Q20_Preferred_Payment,Q21_Rank_Laundry,Q21_Rank_Cleaning,Q21_Rank_Carwash,Q21_Rank_Grocery,Q21_Rank_Salon,Q21_Rank_Maintenance,Q21_Rank_Petcare,Q21_Rank_Airport,Q21_Rank_Concierge,Q22_AI_Comfort,Q23_Existing_Subscriptions,Q24_Trust_Driver,Q25_LifeScore,Would_Subscribe
LP0238,Budget Expat,Female,30,Indian,2,6400.0,Flatmates,International City/Al Quoz,4,390.0,2,0,0,0,0,1,0,0,0,0,2,4,5.6,No personalisation,2,3,1,4,2,4,2,1,No car,No pets,4,140.0,AED 100-199,Pay per use + discount,3,0,2,0,1,0,0,0,0,3,2,Free trial,4,0
LP0239,Nuclear Family,Male,44,Pakistani,2,9600.0,Family with kids,International City/Al Quoz,7,2050.0,3,1,1,1,1,1,1,0,1,0,1,3,9.2,Too expensive,4,5,5,4,2,4,4,4,Own car,No pets,4,400.0,AED 400-499,Pay per use + discount,2,1,0,0,0,0,3,0,0,1,0,Verified partners,2,1
LP0240,Nuclear Family,Male,34,Emirati,2,6300.0,Flatmates,Mirdif/Sports City,9,2810.0,3,1,1,1,1,1,0,0,0,0,4,5,9.0,Unreliable quality/timing,3,5,4,4,4,4,1,2,Family car,No pets,3,390.0,AED 300-399,Monthly subscription,1,2,0,0,3,0,0,0,0,4,0,Peer recommendation,1,0
LP0241,Premium Resident,Female,51,British/Western,5,56000.0,Family with kids,JLT/Marina,5,7820.0,2,1,0,1,1,1,0,1,1,0,3,2,3.8,Hard to book and track,4,4,4,5,1,4,5,1,Family car,Multiple pets,4,1040.0,AED 750+,Pay per use + discount,0,3,2,0,0,1,0,0,0,3,3,Peer recommendation,3,1
LP0242,Nuclear Family,Female,43,Pakistani,5,80000.0,Family with kids,Mirdif/Sports City,4,1390.0,4,1,1,1,1,0,1,1,0,0,2,2,7.2,Too many apps to manage,5,4,5,1,5,4,3,2,Own car,No pets,3,510.0,AED 500-749,Flexible credits,0,1,0,2,3,0,0,0,0,4,3,Free trial,3,1
LP0243,Premium Resident,Female,45,Other,4,27800.0,Living alone,Palm/Emirates Hills,3,13550.0,2,1,1,1,1,1,1,1,0,1,1,2,7.2,Unreliable quality/timing,5,2,4,3,5,5,5,3,Own car,One pet,4,730.0,AED 500-749,Annual subscription,0,0,0,1,2,3,0,0,0,5,3,Verified partners,3,1
LP0244,Busy Professional,Male,33,British/Western,4,28700.0,Family with kids,Downtown/Business Bay,6,1970.0,5,0,1,1,1,1,1,1,0,0,3,5,7.3,No personalisation,4,3,3,4,3,4,2,1,Own car,No pets,4,220.0,AED 200-299,Monthly subscription,3,0,2,0,1,0,0,0,0,3,0,Verified partners,2,0
LP0245,Budget Expat,Male,24,Other,3,17700.0,Flatmates,JLT/Marina,4,360.0,3,0,1,0,1,0,0,0,1,0,3,3,5.3,Too many apps to manage,2,2,1,2,2,2,1,3,No car,No pets,5,170.0,AED 100-199,Flexible credits,3,0,0,0,0,0,1,2,0,3,0,Data privacy,2,1
LP0246,Busy Professional,Male,42,Indian,3,11300.0,Flatmates,JLT/Marina,7,1210.0,3,1,1,1,1,0,1,1,0,1,1,4,5.4,Too many apps to manage,3,5,3,4,5,1,3,1,Own car,No pets,4,330.0,AED 300-399,Pay per use + discount,2,0,3,1,0,0,0,0,0,4,1,Data privacy,3,1
LP0247,Busy Professional,Female,23,Indian,4,29300.0,Couple no kids,International City/Al Quoz,7,870.0,3,1,1,0,1,1,0,0,1,1,2,3,8.0,Unreliable quality/timing,5,4,4,5,5,3,3,2,Own car,No pets,5,350.0,AED 300-399,Annual subscription,0,3,1,2,0,0,0,0,0,3,2,Transparent pricing,3,1
LP0248,Budget Expat,Male,19,Filipino,3,12300.0,Flatmates,Deira/Bur Dubai,5,350.0,3,1,0,0,0,1,1,0,0,0,2,3,6.1,Too expensive,2,2,2,2,3,4,2,2,No car,No pets,1,270.0,AED 200-299,Annual subscription,0,0,0,2,1,0,3,0,0,3,2,Free trial,2,0
LP0249,Nuclear Family,Male,44,Filipino,4,24800.0,Family with kids,JLT/Marina,7,700.0,3,1,1,1,1,1,1,1,0,1,2,5,4.8,No personalisation,4,4,5,4,4,3,3,2,No car,No pets,5,230.0,AED 200-299,Monthly subscription,0,1,2,3,0,0,0,0,0,2,3,Peer recommendation,3,1
LP0250,Busy Professional,Female,32,Indian,4,20200.0,Living alone,Downtown/Business Bay,7,800.0,4,1,1,1,1,0,0,0,0,1,3,3,8.3,Unreliable quality/timing,5,4,3,3,5,4,2,1,Own car,No pets,5,350.0,AED 300-399,Monthly subscription,3,0,0,1,2,0,0,0,0,3,2,Free trial,2,1
LP0251,Nuclear Family,Male,35,Indian,4,30800.0,Family with kids,JLT/Marina,7,2390.0,4,1,1,1,1,1,1,0,0,1,1,4,6.3,Unreliable quality/timing,3,4,4,4,4,4,3,2,No car,No pets,4,350.0,AED 300-399,Annual subscription,0,1,2,3,0,0,0,0,0,2,2,Verified partners,3,1
LP0252,Nuclear Family,Male,45,Pakistani,3,16200.0,Family with kids,Downtown/Business Bay,5,2070.0,4,1,1,0,0,1,1,0,1,0,4,4,6.9,Too many apps to manage,4,4,4,3,4,2,2,2,Family car,One pet,3,210.0,AED 200-299,Monthly subscription,3,1,0,2,0,0,0,0,0,5,2,Free trial,1,0
LP0253,Nuclear Family,Female,38,Indian,4,20700.0,Family with kids,Downtown/Business Bay,6,1040.0,4,1,1,0,1,0,0,0,0,0,3,4,6.3,Unreliable quality/timing,5,5,5,3,5,2,4,2,Family car,No pets,5,340.0,AED 300-399,Flexible credits,2,1,0,3,0,0,0,0,0,3,1,Cancellation policy,2,1
LP0254,Busy Professional,Male,40,Pakistani,5,71800.0,Living alone,Other,9,1070.0,4,1,1,1,1,0,0,0,0,0,2,2,9.3,Too expensive,5,2,1,4,4,2,2,1,Family car,No pets,5,470.0,AED 400-499,Pay per use + discount,3,0,2,1,0,0,0,0,0,5,2,Peer recommendation,2,1
LP0255,Premium Resident,Male,43,British/Western,5,42700.0,Family with kids,JLT/Marina,6,4070.0,2,1,1,0,1,0,1,1,1,1,1,4,6.9,Too many apps to manage,4,3,4,3,4,5,4,2,Own car,Multiple pets,4,820.0,AED 750+,Annual subscription,0,0,0,2,1,3,0,0,0,5,2,Peer recommendation,4,1
LP0256,Busy Professional,Female,35,Indian,5,70000.0,Living alone,Downtown/Business Bay,8,880.0,3,1,1,0,0,1,0,0,1,1,2,4,8.7,Unreliable quality/timing,4,3,4,5,4,3,3,1,Family car,No pets,4,290.0,AED 200-299,Monthly subscription,0,3,1,2,0,0,0,0,0,3,2,Free trial,3,1
LP0257,Budget Expat,Male,32,British/Western,1,3200.0,Couple no kids,Deira/Bur Dubai,5,620.0,3,0,1,1,1,0,1,1,0,0,3,1,7.3,Too expensive,3,5,3,1,3,5,3,2,Family car,No pets,4,110.0,AED 100-199,Pay per use + discount,2,3,0,0,1,0,0,0,0,3,0,Cancellation policy,2,0
LP0258,Premium Resident,Female,50,Indian,5,51900.0,Family with kids,Deira/Bur Dubai,8,3710.0,4,1,1,1,1,0,1,0,1,1,3,2,6.7,Hard to book and track,4,2,4,4,4,5,4,2,Own car,One pet,4,750.0,AED 750+,Annual subscription,0,0,2,3,1,0,0,0,0,5,2,Transparent pricing,3,1
LP0259,Busy Professional,Male,31,Indian,3,10400.0,Family with kids,Deira/Bur Dubai,8,650.0,4,1,1,1,1,0,0,0,0,0,2,4,10.0,Too many apps to manage,5,4,3,4,5,3,2,2,No car,No pets,4,420.0,AED 400-499,Annual subscription,3,0,2,1,0,0,0,0,0,4,2,Cancellation policy,2,1
LP0260,Budget Expat,Female,30,Filipino,1,4600.0,Living alone,International City/Al Quoz,3,420.0,1,1,1,0,1,0,0,0,0,0,4,1,4.7,Hard to book and track,4,2,2,4,3,3,2,1,Own car,Multiple pets,5,150.0,AED 100-199,Pay per use + discount,0,0,1,3,2,0,0,0,0,2,1,Transparent pricing,1,0
LP0261,Busy Professional,Female,31,Filipino,3,12200.0,Living alone,JLT/Marina,7,730.0,4,1,1,1,1,1,1,0,1,0,2,3,7.7,Unreliable quality/timing,4,2,3,3,5,4,1,2,No car,No pets,4,390.0,AED 300-399,Flexible credits,0,3,0,1,2,0,0,0,0,4,1,Cancellation policy,3,1
LP0262,Budget Expat,Male,28,Filipino,2,9100.0,Living alone,Other,6,420.0,1,1,0,1,1,1,0,0,0,0,2,3,5.0,Too many apps to manage,5,3,4,3,4,3,2,2,No car,No pets,4,90.0,Below AED 100,Pay per use + discount,3,2,0,1,0,0,0,0,0,2,0,Verified partners,3,0
LP0263,Nuclear Family,Male,39,Filipino,2,9500.0,Family with kids,Mirdif/Sports City,7,1490.0,4,1,0,1,1,1,1,0,0,0,2,3,9.8,Too many apps to manage,4,5,4,5,4,5,4,2,Own car,No pets,5,330.0,AED 300-399,Pay per use + discount,3,0,2,0,1,0,0,0,0,4,2,Data privacy,2,1
LP0264,Nuclear Family,Female,28,Indian,4,21400.0,Family with kids,Deira/Bur Dubai,7,2290.0,3,1,1,1,1,0,0,0,0,0,2,2,4.8,No personalisation,3,5,5,3,5,3,5,2,Family car,No pets,4,280.0,AED 200-299,Flexible credits,0,1,0,2,0,3,0,0,0,2,1,Peer recommendation,3,1
LP0265,Busy Professional,Male,27,Indian,4,28700.0,Family with kids,Downtown/Business Bay,5,1070.0,4,1,1,1,1,0,1,0,1,0,3,4,8.4,Too many apps to manage,5,3,3,4,4,3,2,3,Own car,No pets,4,390.0,AED 300-399,Monthly subscription,0,0,2,1,0,0,0,3,0,4,2,Transparent pricing,2,1
LP0266,Nuclear Family,Male,39,Pakistani,2,5800.0,Family with kids,JLT/Marina,6,1180.0,3,1,1,0,1,1,0,0,0,0,2,3,6.1,No personalisation,5,5,4,3,4,2,4,4,No car,No pets,4,330.0,AED 300-399,Monthly subscription,1,2,0,3,0,0,0,0,0,2,2,Verified partners,2,1
LP0267,Busy Professional,Male,36,Arab,1,3400.0,Flatmates,Downtown/Business Bay,4,1000.0,4,1,1,1,1,0,0,0,1,1,2,3,7.7,Too many apps to manage,5,4,4,4,4,3,2,1,Family car,No pets,5,440.0,AED 400-499,Flexible credits,0,1,2,3,0,0,0,0,0,3,2,Transparent pricing,2,1
LP0268,Premium Resident,Male,44,Other,5,75600.0,Living alone,Palm/Emirates Hills,5,5980.0,3,1,0,1,1,1,0,1,1,1,1,4,9.2,Hard to book and track,5,3,4,3,4,5,5,4,Own car,No pets,5,570.0,AED 500-749,Flexible credits,0,0,0,0,1,2,3,0,0,4,3,Verified partners,2,1
LP0269,Nuclear Family,Female,39,Filipino,2,5400.0,Family with kids,International City/Al Quoz,7,1970.0,4,1,1,1,1,1,1,0,0,0,3,3,4.8,Unreliable quality/timing,4,5,4,4,4,4,2,2,Family car,No pets,4,300.0,AED 300-399,Flexible credits,1,0,0,3,2,0,0,0,0,3,1,Data privacy,2,0
LP0270,Premium Resident,Male,53,Emirati,4,32700.0,Family with kids,JLT/Marina,8,15000.0,1,1,1,1,1,1,1,1,1,0,1,3,7.7,Too many apps to manage,4,4,3,5,4,4,5,2,Own car,One pet,4,580.0,AED 500-749,Pay per use + discount,0,0,1,3,0,2,0,0,0,5,3,Cancellation policy,2,1
LP0271,Budget Expat,Female,28,Indian,1,2700.0,Couple no kids,Deira/Bur Dubai,3,300.0,3,0,0,1,1,0,1,0,0,0,2,3,5.3,Unreliable quality/timing,4,4,3,3,5,2,2,1,No car,No pets,4,60.0,Below AED 100,Annual subscription,2,0,3,1,0,0,0,0,0,4,3,Verified partners,3,0
LP0272,Premium Resident,Female,50,Indian,4,30900.0,Living alone,Mirdif/Sports City,10,4340.0,4,1,0,1,1,1,1,0,1,1,2,2,7.0,No cross-service loyalty,3,3,5,5,5,4,4,2,Family car,No pets,5,580.0,AED 500-749,Pay per use + discount,0,2,1,3,0,0,0,0,0,4,3,Data privacy,3,1
LP0273,Premium Resident,Female,50,Pakistani,4,23800.0,Couple no kids,Mirdif/Sports City,4,4530.0,3,0,1,1,0,1,1,0,1,0,1,3,7.2,No cross-service loyalty,4,4,4,4,4,5,3,2,Own car,One pet,4,550.0,AED 500-749,Pay per use + discount,0,2,3,0,1,0,0,0,0,4,2,Data privacy,3,1
LP0274,Nuclear Family,Male,38,Indian,2,5000.0,Family with kids,Palm/Emirates Hills,5,950.0,2,0,1,1,1,0,0,0,0,0,2,3,6.1,Too expensive,4,4,3,3,5,3,3,1,No car,One pet,5,300.0,AED 300-399,Pay per use + discount,2,0,3,1,0,0,0,0,0,4,3,Peer recommendation,4,1
LP0275,Nuclear Family,Female,37,Filipino,3,11200.0,Couple no kids,Mirdif/Sports City,6,2290.0,5,1,1,0,1,1,0,0,0,1,2,3,6.8,Too many apps to manage,3,3,4,1,3,3,3,2,No car,No pets,4,200.0,AED 200-299,Pay per use + discount,2,1,0,0,0,3,0,0,0,3,3,Verified partners,3,0
LP0276,Budget Expat,Prefer not to say,29,Other,2,5500.0,Flatmates,Other,6,600.0,3,1,0,1,0,0,0,0,0,0,3,2,5.5,Too expensive,3,4,2,2,2,3,2,1,No car,No pets,5,130.0,AED 100-199,Monthly subscription,1,3,0,0,2,0,0,0,0,3,1,Free trial,5,0
LP0277,Budget Expat,Female,25,Indian,1,4200.0,Family with kids,Mirdif/Sports City,7,480.0,2,1,1,0,0,0,1,0,1,0,4,3,5.1,Unreliable quality/timing,3,3,5,2,4,2,3,2,No car,No pets,4,150.0,AED 100-199,Flexible credits,3,1,0,2,0,0,0,0,0,2,1,Transparent pricing,3,0
LP0278,Busy Professional,Male,31,Indian,3,19300.0,Living alone,Deira/Bur Dubai,10,840.0,4,1,1,0,0,1,0,0,0,1,1,4,8.6,No personalisation,4,4,2,4,5,3,2,1,Family car,One pet,4,550.0,AED 500-749,Monthly subscription,2,0,3,1,0,0,0,0,0,4,3,Verified partners,2,1
LP0279,Nuclear Family,Male,39,British/Western,5,37300.0,Family with kids,Mirdif/Sports City,7,2960.0,4,1,1,1,1,0,1,0,0,0,2,4,8.1,Too many apps to manage,3,4,5,4,5,3,4,3,No car,No pets,5,490.0,AED 400-499,Annual subscription,0,1,3,2,0,0,0,0,0,5,1,Verified partners,2,1
LP0280,Busy Professional,Male,32,Filipino,3,16800.0,Living alone,JLT/Marina,8,900.0,3,1,1,0,1,1,0,0,1,0,3,4,7.9,Unreliable quality/timing,3,4,3,4,4,3,1,2,Own car,One pet,5,280.0,AED 200-299,Monthly subscription,3,0,2,1,0,0,0,0,0,3,2,Transparent pricing,3,1
LP0281,Busy Professional,Male,26,Filipino,4,34400.0,Couple no kids,Deira/Bur Dubai,9,1100.0,4,0,0,1,0,1,0,0,1,0,2,4,7.7,Too many apps to manage,5,4,4,5,4,3,2,1,No car,One pet,5,360.0,AED 300-399,Annual subscription,2,3,1,0,0,0,0,0,0,5,3,Free trial,2,1
LP0282,Budget Expat,Female,23,Indian,1,3500.0,Flatmates,Deira/Bur Dubai,2,500.0,4,1,0,1,1,0,0,1,0,0,3,4,5.1,Unreliable quality/timing,4,3,2,2,4,3,2,1,No car,Multiple pets,3,260.0,AED 200-299,Monthly subscription,3,0,0,1,2,0,0,0,0,2,0,Verified partners,5,0
LP0283,Premium Resident,Male,46,Emirati,4,20000.0,Couple no kids,Mirdif/Sports City,3,4520.0,4,1,1,1,1,1,1,1,0,1,2,3,6.5,No cross-service loyalty,3,4,5,4,3,4,2,2,Own car,No pets,4,810.0,AED 750+,Flexible credits,2,1,3,0,0,0,0,0,0,4,2,Free trial,3,1
LP0284,Nuclear Family,Female,40,Pakistani,3,11500.0,Family with kids,International City/Al Quoz,7,1390.0,3,1,1,1,1,0,0,0,0,0,4,3,4.8,Unreliable quality/timing,5,4,3,2,4,4,3,1,Own car,No pets,3,210.0,AED 200-299,Monthly subscription,1,0,0,3,2,0,0,0,0,3,3,Free trial,4,0
LP0285,Busy Professional,Female,32,Pakistani,3,13400.0,Living alone,Downtown/Business Bay,5,1310.0,4,1,1,1,1,1,0,0,0,1,1,4,5.0,Too many apps to manage,3,3,2,3,5,2,2,1,No car,One pet,4,440.0,AED 400-499,Monthly subscription,2,0,3,1,0,0,0,0,0,4,2,Verified partners,2,1
LP0286,Premium Resident,Male,62,Arab,5,48900.0,Couple no kids,Downtown/Business Bay,6,12460.0,3,0,0,1,1,1,1,1,0,1,2,3,6.8,No cross-service loyalty,3,4,4,5,4,5,4,3,Own car,No pets,5,810.0,AED 750+,Annual subscription,0,0,1,3,2,0,0,0,0,3,2,Peer recommendation,3,1
LP0287,Budget Expat,Female,29,Arab,1,4600.0,Living alone,International City/Al Quoz,4,360.0,3,0,0,0,1,0,0,0,0,0,2,1,5.1,Too expensive,4,2,1,2,3,3,3,1,Own car,No pets,3,150.0,AED 100-199,Pay per use + discount,0,0,0,2,3,1,0,0,0,3,1,Verified partners,3,0
LP0288,Nuclear Family,Female,41,Filipino,3,17900.0,Family with kids,Deira/Bur Dubai,5,2700.0,2,1,1,1,1,0,1,0,0,0,3,3,6.0,Unreliable quality/timing,4,4,4,4,4,3,4,1,No car,No pets,3,230.0,AED 200-299,Annual subscription,1,2,3,0,0,0,0,0,0,5,1,Transparent pricing,3,0
LP0289,Busy Professional,Male,29,Indian,3,13600.0,Flatmates,JLT/Marina,9,670.0,4,1,1,1,1,1,0,0,0,0,2,2,9.2,No personalisation,5,5,3,1,3,4,2,1,Own car,No pets,5,240.0,AED 200-299,Pay per use + discount,1,0,0,3,2,0,0,0,0,4,3,Free trial,4,1
LP0290,Premium Resident,Male,22,Arab,5,67500.0,Family with kids,Palm/Emirates Hills,6,7270.0,2,0,1,1,1,0,1,1,1,1,4,2,6.1,Hard to book and track,3,4,4,3,3,2,5,2,Own car,One pet,5,640.0,AED 500-749,Monthly subscription,2,3,0,0,0,1,0,0,0,4,2,Verified partners,3,1
LP0291,Nuclear Family,Female,39,Indian,3,15500.0,Family with kids,Mirdif/Sports City,4,1470.0,5,1,1,0,1,1,1,0,1,0,2,1,8.7,Too many apps to manage,4,4,5,3,3,3,3,2,Family car,No pets,5,330.0,AED 300-399,Pay per use + discount,2,1,0,0,0,3,0,0,0,3,1,Verified partners,2,1
LP0292,Nuclear Family,Male,27,Filipino,3,13500.0,Family with kids,Deira/Bur Dubai,8,2140.0,4,0,1,0,0,1,1,0,1,0,3,3,5.8,Unreliable quality/timing,4,5,4,3,4,2,4,2,Family car,Multiple pets,4,200.0,AED 200-299,Monthly subscription,1,2,0,3,0,0,0,0,0,2,1,Peer recommendation,2,0
LP0293,Busy Professional,Female,26,Pakistani,4,33400.0,Family with kids,Palm/Emirates Hills,9,1550.0,4,1,0,1,1,1,1,0,1,0,2,4,8.2,Too many apps to manage,5,5,4,4,4,2,2,3,Family car,Multiple pets,5,430.0,AED 400-499,Annual subscription,1,0,2,3,0,0,0,0,0,5,1,Transparent pricing,2,1
LP0294,Budget Expat,Male,24,Pakistani,1,3100.0,Flatmates,International City/Al Quoz,5,350.0,3,1,0,0,0,1,0,0,0,0,3,4,4.5,Unreliable quality/timing,3,4,4,2,3,3,1,2,No car,No pets,2,140.0,AED 100-199,Annual subscription,1,2,0,0,3,0,0,0,0,4,2,Transparent pricing,3,0
LP0295,Busy Professional,Female,31,Filipino,4,23900.0,Family with kids,Downtown/Business Bay,7,2540.0,3,1,1,1,1,1,0,0,1,0,1,5,8.6,Too many apps to manage,4,4,3,4,4,2,2,1,Own car,No pets,4,360.0,AED 300-399,Monthly subscription,1,0,3,2,0,0,0,0,0,3,1,Free trial,3,1
LP0296,Busy Professional,Female,36,Arab,3,19200.0,Living alone,JLT/Marina,6,1030.0,4,1,1,1,1,1,1,0,0,1,3,3,8.8,Too many apps to manage,5,4,4,2,4,4,2,3,Own car,No pets,5,340.0,AED 300-399,Pay per use + discount,2,3,0,0,1,0,0,0,0,4,3,Transparent pricing,3,1
LP0297,Nuclear Family,Male,42,British/Western,3,18800.0,Family with kids,Deira/Bur Dubai,7,2980.0,3,1,1,1,1,1,1,0,0,0,3,1,6.9,Hard to book and track,3,3,5,1,5,4,3,3,Family car,One pet,4,280.0,AED 200-299,Flexible credits,0,2,0,1,3,0,0,0,0,4,1,Transparent pricing,3,1
LP0298,Busy Professional,Female,27,Indian,4,29400.0,Couple no kids,International City/Al Quoz,9,960.0,3,0,1,1,1,1,1,1,1,1,3,4,7.7,Hard to book and track,5,4,3,4,5,4,3,3,Family car,Multiple pets,5,200.0,AED 200-299,Pay per use + discount,0,0,3,1,2,0,0,0,0,5,2,Cancellation policy,3,1
LP0299,Busy Professional,Female,32,Pakistani,5,56000.0,Couple no kids,JLT/Marina,7,1840.0,4,1,1,1,1,1,1,1,0,0,1,3,8.5,Too many apps to manage,4,4,4,4,4,4,1,1,Family car,No pets,5,530.0,AED 500-749,Monthly subscription,2,0,0,1,3,0,0,0,0,5,2,Free trial,2,1
LP0300,Nuclear Family,Female,32,Indian,3,17900.0,Couple no kids,Mirdif/Sports City,9,2640.0,4,1,1,0,1,1,1,1,1,0,2,3,9.1,Unreliable quality/timing,3,4,3,3,4,3,5,1,Family car,Multiple pets,4,250.0,AED 200-299,Monthly subscription,2,0,0,3,0,1,0,0,0,3,1,Free trial,3,1
LP0301,Premium Resident,Male,45,Arab,5,84200.0,Living alone,Mirdif/Sports City,10,8110.0,2,1,1,1,0,0,1,0,1,0,2,3,7.9,Too expensive,5,3,4,3,5,5,3,4,Own car,One pet,4,890.0,AED 750+,Annual subscription,0,0,0,1,2,0,3,0,0,3,3,Verified partners,3,1
LP0302,Nuclear Family,Female,43,Filipino,3,13800.0,Family with kids,Mirdif/Sports City,5,2070.0,2,1,1,0,1,1,0,0,1,1,2,4,6.2,Too expensive,4,4,2,3,4,4,2,1,No car,One pet,5,370.0,AED 300-399,Monthly subscription,2,0,0,3,1,0,0,0,0,3,2,Peer recommendation,2,1
LP0303,Budget Expat,Male,33,Pakistani,2,7600.0,Flatmates,International City/Al Quoz,7,530.0,2,1,1,1,1,1,0,0,0,0,2,2,3.5,Too expensive,4,4,1,1,3,5,3,2,No car,Multiple pets,3,120.0,AED 100-199,Monthly subscription,2,0,0,0,1,3,0,0,0,2,1,Free trial,5,0
LP0304,Budget Expat,Male,27,Pakistani,3,17300.0,Couple no kids,International City/Al Quoz,4,770.0,1,0,0,0,1,0,0,0,0,0,3,1,6.0,Too expensive,4,3,4,2,2,3,2,1,Family car,No pets,4,160.0,AED 100-199,Pay per use + discount,3,1,0,0,2,0,0,0,0,3,3,Peer recommendation,5,0
LP0305,Busy Professional,Female,26,Indian,3,17800.0,Couple no kids,JLT/Marina,6,1200.0,5,1,1,1,1,0,0,1,1,1,2,2,8.2,No personalisation,4,3,4,2,3,4,2,3,Own car,No pets,3,320.0,AED 300-399,Pay per use + discount,3,1,0,0,2,0,0,0,0,4,2,Cancellation policy,3,0
LP0306,Nuclear Family,Prefer not to say,37,Indian,4,24800.0,Family with kids,Mirdif/Sports City,8,3120.0,5,1,1,1,1,0,1,0,1,1,3,1,7.1,Too expensive,5,5,4,3,3,5,4,1,Own car,No pets,3,200.0,AED 200-299,Annual subscription,1,0,0,0,2,3,0,0,0,4,0,Verified partners,2,0
LP0307,Nuclear Family,Female,40,Indian,4,21100.0,Family with kids,Mirdif/Sports City,8,2480.0,5,1,1,1,1,1,1,0,0,0,3,4,7.2,Too expensive,4,5,3,2,4,4,4,1,Family car,Multiple pets,4,530.0,AED 500-749,Pay per use + discount,1,0,0,2,0,3,0,0,0,4,1,Data privacy,2,1
LP0308,Nuclear Family,Female,41,Indian,3,15500.0,Family with kids,Mirdif/Sports City,5,2380.0,4,1,0,1,1,1,0,0,0,1,2,4,7.0,Too many apps to manage,4,3,5,3,3,3,4,2,Own car,One pet,4,220.0,AED 200-299,Flexible credits,0,1,3,0,0,2,0,0,0,4,2,Verified partners,3,1
LP0309,Premium Resident,Male,39,Indian,5,54800.0,Living alone,Downtown/Business Bay,6,3280.0,4,0,1,1,1,1,1,0,1,0,4,4,7.8,Unreliable quality/timing,3,4,5,3,3,3,4,3,Own car,No pets,4,1090.0,AED 750+,Annual subscription,3,1,0,0,0,2,0,0,0,2,2,Peer recommendation,5,1
LP0310,Nuclear Family,Male,39,British/Western,3,18800.0,Family with kids,International City/Al Quoz,5,2830.0,3,1,1,1,1,1,1,1,0,0,3,3,6.6,No cross-service loyalty,5,3,3,2,5,2,4,1,Own car,No pets,5,440.0,AED 400-499,Pay per use + discount,3,0,0,1,0,2,0,0,0,3,3,Peer recommendation,2,1
LP0311,Nuclear Family,Prefer not to say,43,Arab,3,19200.0,Family with kids,Deira/Bur Dubai,8,1500.0,3,1,0,1,1,1,0,1,1,0,3,2,6.4,Hard to book and track,5,5,3,4,5,2,4,2,Family car,No pets,5,480.0,AED 400-499,Flexible credits,2,0,0,1,0,3,0,0,0,4,2,Transparent pricing,1,1
LP0312,Budget Expat,Female,20,Filipino,2,5100.0,Living alone,Deira/Bur Dubai,5,610.0,4,1,1,1,1,0,0,0,0,0,4,3,7.1,Too expensive,3,4,2,1,2,3,2,1,No car,One pet,3,180.0,AED 100-199,Pay per use + discount,1,0,0,0,2,3,0,0,0,3,2,Transparent pricing,2,0
LP0313,Busy Professional,Male,29,Indian,3,13400.0,Living alone,Deira/Bur Dubai,7,970.0,4,0,1,1,0,1,0,0,0,0,2,4,5.4,Unreliable quality/timing,5,4,4,3,4,3,2,3,Family car,Multiple pets,4,220.0,AED 200-299,Annual subscription,3,2,0,1,0,0,0,0,0,5,2,Free trial,2,1
LP0314,Nuclear Family,Female,43,Indian,4,21600.0,Family with kids,Downtown/Business Bay,8,3410.0,3,1,1,0,0,1,1,1,1,0,3,2,6.7,Hard to book and track,5,4,5,3,4,2,2,1,No car,No pets,5,350.0,AED 300-399,Monthly subscription,3,1,0,2,0,0,0,0,0,3,2,Verified partners,3,1
LP0315,Nuclear Family,Prefer not to say,37,Filipino,2,6900.0,Family with kids,Mirdif/Sports City,9,1550.0,5,1,1,0,1,1,0,0,0,0,2,3,7.0,Too many apps to manage,5,5,5,3,4,3,4,1,Family car,No pets,5,350.0,AED 300-399,Pay per use + discount,2,1,0,3,0,0,0,0,0,3,2,Peer recommendation,4,1
LP0316,Busy Professional,Male,37,Indian,5,75000.0,Flatmates,JLT/Marina,8,770.0,2,0,1,0,1,1,0,0,1,0,2,5,9.4,No personalisation,3,4,4,4,5,4,3,1,Own car,Multiple pets,2,550.0,AED 500-749,Monthly subscription,2,3,0,1,0,0,0,0,0,4,3,Peer recommendation,2,1
LP0317,Busy Professional,Male,26,Filipino,2,7100.0,Couple no kids,Downtown/Business Bay,8,1890.0,5,0,0,1,1,1,0,1,1,1,2,3,8.4,Too expensive,4,3,4,5,5,4,3,3,Own car,No pets,5,250.0,AED 200-299,Pay per use + discount,0,3,1,2,0,0,0,0,0,4,1,Data privacy,2,1
